date,open,high,low,close,adj_close,volume
2024-08-13,16.520000457763672,16.959999084472656,16.440000534057617,16.899999618530273,16.899999618530273,89113360
2024-08-14,16.979999542236328,16.979999542236328,16.739999771118164,16.860000610351562,16.860000610351562,42244264
2024-08-15,16.68000030517578,17.299999237060547,16.600000381469727,17.219999313354492,17.219999313354492,94551112
2024-08-16,17.239999771118164,17.420000076293945,17.139999389648438,17.31999969482422,17.31999969482422,71246541
2024-08-19,17.5,18.040000915527344,17.479999542236328,17.6200008392334,17.6200008392334,123269250
2024-08-20,17.959999084472656,17.959999084472656,17.280000686645508,17.68000030517578,17.68000030517578,79865450
2024-08-21,17.31999969482422,17.520000457763672,17.100000381469727,17.520000457763672,17.520000457763672,98036616
2024-08-22,18.5,19.239999771118164,18.3799991607666,19.100000381469727,19.100000381469727,434622724
2024-08-23,19.0,19.139999389648438,18.68000030517578,18.81999969482422,18.81999969482422,123160023
2024-08-26,19.0,19.0,18.520000457763672,18.719999313354492,18.719999313354492,85190286
2024-08-27,18.579999923706055,18.899999618530273,18.440000534057617,18.8799991607666,18.8799991607666,88144342
2024-08-28,18.799999237060547,19.020000457763672,18.6200008392334,18.959999084472656,18.959999084472656,76185975
2024-08-29,18.68000030517578,18.899999618530273,18.420000076293945,18.8799991607666,18.8799991607666,69733894
2024-08-30,18.8799991607666,19.700000762939453,18.81999969482422,19.5,19.5,177604614
2024-09-02,19.299999237060547,19.559999465942383,18.979999542236328,19.059999465942383,19.059999465942383,81454069
2024-09-03,19.059999465942383,19.31999969482422,18.899999618530273,19.18000030517578,19.18000030517578,66363685
2024-09-04,18.81999969482422,18.860000610351562,18.440000534057617,18.65999984741211,18.65999984741211,106320627
2024-09-05,18.639999389648438,18.81999969482422,18.31999969482422,18.540000915527344,18.540000915527344,94213782
2024-09-09,18.299999237060547,18.6200008392334,18.239999771118164,18.6200008392334,18.6200008392334,149404091
2024-09-10,18.6200008392334,18.700000762939453,18.18000030517578,18.65999984741211,18.65999984741211,81163590
2024-09-11,18.34000015258789,19.059999465942383,18.34000015258789,18.959999084472656,18.959999084472656,74641703
2024-09-12,19.020000457763672,19.299999237060547,18.84000015258789,18.920000076293945,18.920000076293945,69973131
2024-09-13,18.959999084472656,19.440000534057617,18.920000076293945,19.219999313354492,19.219999313354492,73146752
2024-09-16,18.979999542236328,19.299999237060547,18.940000534057617,19.239999771118164,19.239999771118164,27267287
2024-09-17,19.200000762939453,19.579999923706055,19.139999389648438,19.520000457763672,19.520000457763672,44239073
2024-09-19,19.459999084472656,19.979999542236328,19.280000686645508,19.799999237060547,19.799999237060547,127470344
2024-09-20,19.799999237060547,20.200000762939453,19.719999313354492,19.8799991607666,19.8799991607666,134110539
2024-09-23,19.8799991607666,20.799999237060547,19.84000015258789,20.549999237060547,20.549999237060547,196007468
2024-09-24,20.899999618530273,21.450000762939453,20.799999237060547,21.200000762939453,21.200000762939453,231382970
2024-09-25,21.850000381469727,21.850000381469727,20.399999618530273,20.549999237060547,20.549999237060547,295113558
2024-09-26,20.850000381469727,21.5,20.350000381469727,21.5,21.5,277149964
2024-09-27,21.799999237060547,22.450000762939453,21.149999618530273,21.950000762939453,21.950000762939453,347881602
2024-09-30,22.700000762939453,22.950000762939453,21.950000762939453,22.5,22.5,336102598
2024-10-02,22.5,24.649999618530273,22.5,24.0,24.0,251108945
2024-10-03,24.049999237060547,24.399999618530273,23.200000762939453,24.049999237060547,24.049999237060547,190305304
2024-10-04,23.899999618530273,24.75,23.600000381469727,24.549999237060547,24.549999237060547,149949209
2024-10-07,24.899999618530273,26.149999618530273,24.700000762939453,25.850000381469727,25.850000381469727,218062756
2024-10-08,25.899999618530273,26.200000762939453,23.399999618530273,23.700000762939453,23.700000762939453,453596652
