prediction_date,ticker,source_ticker,predicted_value,confidence_score,actual_future_result,hit_miss,model_name,target_name,task_type,evaluation_window,prediction_uncertainty_pct,is_actionable_signal,is_regime_trade_allowed,market_regime_level,market_regime_position_multiplier,market_regime_reasons,technical_state_summary,news_sentiment_summary,benchmark_strength_summary,explanation
2018-03-19,SPY,SPY,1.0,0.5657896538565143,1,hit,random_forest,target_5d_outperform,classification,1,,True,True,normal,1.0,,Technical state looks mixed. Volatility is relatively contained at roughly 14.9%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.,Model view: the setup leaned constructive. Confidence was around 57%. Technical state looks mixed. Volatility is relatively contained at roughly 14.9%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.39%; 3-month excess return -0.45%; 6-month excess return 0.06%.
2022-09-29,SPY,SPY,0.0,0.9339090308639455,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 31.0.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.06%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 93%. Technical state looks mixed. RSI is weak near 31.0. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.06%; 6-month excess return 0.03%.
2022-09-30,SPY,SPY,0.0,0.9137195921589951,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 28.5.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return 0.01%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 91%. Technical state looks mixed. RSI is weak near 28.5. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return 0.01%; 6-month excess return 0.01%.
2022-10-03,SPY,SPY,0.0,0.9351220368790756,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 37.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.01%; 6-month excess return 0.00%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. RSI is weak near 37.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.03%; 3-month excess return -0.01%; 6-month excess return 0.00%.
2022-10-04,SPY,SPY,0.0,0.9112229081929343,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"ticker_deep_drawdown,benchmark_20d_weakness",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.08%; 6-month excess return 0.04%.,Model view: the setup leaned cautious. Confidence was around 91%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.08%; 6-month excess return 0.04%.
2022-10-05,SPY,SPY,0.0,0.9391044105397516,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return 0.02%; 3-month excess return -0.01%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return 0.02%; 3-month excess return -0.01%; 6-month excess return 0.02%.
2022-10-06,SPY,SPY,0.0,0.9421366814895237,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.03%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.03%; 6-month excess return 0.02%.
2022-10-07,SPY,SPY,0.0,0.933141833944261,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 37.8.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.06%; 6-month excess return 0.04%.,Model view: the setup leaned cautious. Confidence was around 93%. Technical state looks mixed. RSI is weak near 37.8. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.06%; 6-month excess return 0.04%.
2022-10-10,SPY,SPY,0.0,0.9411751292873447,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 36.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.02%; 3-month excess return 0.01%; 6-month excess return 0.05%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. RSI is weak near 36.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.02%; 3-month excess return 0.01%; 6-month excess return 0.05%.
2022-10-11,SPY,SPY,0.0,0.9052621100819175,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 35.3.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.07%; 3-month excess return 0.09%; 6-month excess return 0.05%.,Model view: the setup leaned cautious. Confidence was around 91%. Technical state looks mixed. RSI is weak near 35.3. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.07%; 3-month excess return 0.09%; 6-month excess return 0.05%.
2022-10-12,SPY,SPY,0.0,0.8905799370844089,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 34.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.05%; 6-month excess return 0.04%.,Model view: the setup leaned cautious. Confidence was around 89%. Technical state looks mixed. RSI is weak near 34.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.05%; 6-month excess return 0.04%.
2022-10-13,SPY,SPY,0.0,0.934188937269299,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.05%; 6-month excess return 0.04%.,Model view: the setup leaned cautious. Confidence was around 93%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.05%; 6-month excess return 0.04%.
2022-10-14,SPY,SPY,0.0,0.940583588754029,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed. RSI is weak near 38.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.02%; 6-month excess return 0.04%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. RSI is weak near 38.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.04%; 3-month excess return 0.02%; 6-month excess return 0.04%.
2022-10-17,SPY,SPY,0.0,0.9001305408661472,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"benchmark_20d_selloff,ticker_deep_drawdown",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.06%; 6-month excess return 0.05%.,Model view: the setup leaned cautious. Confidence was around 90%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.06%; 6-month excess return 0.05%.
2022-10-18,SPY,SPY,0.0,0.9545189657858962,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"ticker_deep_drawdown,benchmark_20d_weakness",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.43%; 3-month excess return 0.06%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.43%; 3-month excess return 0.06%; 6-month excess return 0.03%.
2022-10-19,SPY,SPY,0.0,0.9693448022276816,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"ticker_deep_drawdown,benchmark_20d_weakness",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.04%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.04%; 6-month excess return 0.01%.
2022-10-20,SPY,SPY,0.0,0.937894900493693,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,"ticker_deep_drawdown,benchmark_20d_weakness",Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.41%; 3-month excess return 0.04%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 94%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.41%; 3-month excess return 0.04%; 6-month excess return 0.01%.
2022-10-21,SPY,SPY,0.0,0.9642447658767357,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed. RSI is in a steady zone near 51.2.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.04%; 6-month excess return 0.05%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 51.2. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.04%; 6-month excess return 0.05%.
2022-10-24,SPY,SPY,0.0,0.9889156109272637,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed. RSI is in a steady zone near 54.1.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.48%; 3-month excess return 0.03%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 54.1. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.48%; 3-month excess return 0.03%; 6-month excess return 0.02%.
2022-10-25,SPY,SPY,0.0,0.9915885553624162,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 57.7.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.48%; 3-month excess return 0.02%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 57.7. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.48%; 3-month excess return 0.02%; 6-month excess return 0.03%.
2022-10-26,SPY,SPY,0.0,0.9906296167462463,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed. RSI is in a steady zone near 55.5.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.03%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 55.5. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.44%; 3-month excess return 0.03%; 6-month excess return 0.01%.
2022-10-27,SPY,SPY,0.0,0.9920710917943083,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed. RSI is in a steady zone near 53.9.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return 0.03%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 53.9. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return 0.03%; 6-month excess return -0.01%.
2022-10-28,SPY,SPY,0.0,0.9831034984636472,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 59.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.07%; 6-month excess return 0.05%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 59.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.03%; 3-month excess return 0.07%; 6-month excess return 0.05%.
2022-10-31,SPY,SPY,0.0,0.992971659762416,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 57.1.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.01%; 3-month excess return 0.05%; 6-month excess return 0.04%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 57.1. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.01%; 3-month excess return 0.05%; 6-month excess return 0.04%.
2022-11-01,SPY,SPY,0.0,0.9941231415850222,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 55.7.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return 0.01%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 55.7. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return 0.01%; 6-month excess return -0.02%.
2022-11-02,SPY,SPY,0.0,0.9555969378830919,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.04%; 3-month excess return 0.04%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.04%; 3-month excess return 0.04%; 6-month excess return 0.01%.
2022-11-03,SPY,SPY,0.0,0.9687557735671162,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.06%; 3-month excess return 0.03%; 6-month excess return 0.08%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.06%; 3-month excess return 0.03%; 6-month excess return 0.08%.
2022-11-04,SPY,SPY,0.0,0.9535547633535549,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.01%; 3-month excess return 0.04%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.01%; 3-month excess return 0.04%; 6-month excess return 0.03%.
2022-11-07,SPY,SPY,0.0,0.9634165105934673,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed. RSI is in a steady zone near 52.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.01%; 3-month excess return 0.04%; 6-month excess return 0.00%.,Model view: the setup leaned cautious. Confidence was around 96%. Technical state looks mixed. RSI is in a steady zone near 52.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.01%; 3-month excess return 0.04%; 6-month excess return 0.00%.
2022-11-08,SPY,SPY,0.0,0.9800908291337099,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed. RSI is in a steady zone near 53.8.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.00%; 3-month excess return 0.03%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 53.8. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.00%; 3-month excess return 0.03%; 6-month excess return 0.02%.
2022-11-09,SPY,SPY,0.0,0.9674066825123961,0,hit,random_forest,target_5d_outperform,classification,3,,True,False,stress,0.0,ticker_deep_drawdown,Technical state looks mixed.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.05%; 3-month excess return 0.01%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 97%. Technical state looks mixed. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.05%; 3-month excess return 0.01%; 6-month excess return -0.01%.
2022-11-10,SPY,SPY,0.0,0.950036697187762,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,"ticker_drawdown,elevated_volatility",Technical state looks mixed. RSI is in a steady zone near 60.3. Volatility is elevated at roughly 31.2%.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.00%; 3-month excess return 0.05%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 95%. Technical state looks mixed. RSI is in a steady zone near 60.3. Volatility is elevated at roughly 31.2%. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.00%; 3-month excess return 0.05%; 6-month excess return 0.03%.
2022-11-11,SPY,SPY,0.0,0.9819182154255935,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 62.1.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.01%; 3-month excess return 0.07%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 62.1. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.01%; 3-month excess return 0.07%; 6-month excess return 0.01%.
2022-11-14,SPY,SPY,0.0,0.9774735410610069,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 59.5.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.04%; 3-month excess return 0.01%; 6-month excess return 0.01%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 59.5. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.04%; 3-month excess return 0.01%; 6-month excess return 0.01%.
2022-11-15,SPY,SPY,0.0,0.9893503402724066,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 61.2.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.04%; 3-month excess return 0.06%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 61.2. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.04%; 3-month excess return 0.06%; 6-month excess return -0.01%.
2022-11-16,SPY,SPY,0.0,0.9830168924089594,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 58.8.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.04%; 3-month excess return 0.07%; 6-month excess return 0.06%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 58.8. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.04%; 3-month excess return 0.07%; 6-month excess return 0.06%.
2022-11-17,SPY,SPY,0.0,0.9815291977275029,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 57.8.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.04%; 3-month excess return 0.02%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 57.8. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.04%; 3-month excess return 0.02%; 6-month excess return -0.02%.
2022-11-18,SPY,SPY,0.0,0.9899969753042357,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 58.9.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.01%; 3-month excess return 0.01%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 58.9. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.01%; 3-month excess return 0.01%; 6-month excess return -0.02%.
2022-11-21,SPY,SPY,0.0,0.9893457897669745,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 57.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.05%; 3-month excess return 0.00%; 6-month excess return -0.01%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 57.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.05%; 3-month excess return 0.00%; 6-month excess return -0.01%.
2022-11-22,SPY,SPY,0.0,0.9893279865366982,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 61.0.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.04%; 3-month excess return -0.00%; 6-month excess return 0.05%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 61.0. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.04%; 3-month excess return -0.00%; 6-month excess return 0.05%.
2022-11-23,SPY,SPY,0.0,0.9897395954822861,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 62.6.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return -0.00%; 3-month excess return 0.05%; 6-month excess return 0.00%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 62.6. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return -0.00%; 3-month excess return 0.05%; 6-month excess return 0.00%.
2022-11-25,SPY,SPY,0.0,0.9893849318899237,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 62.5.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.01%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 62.5. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.01%; 3-month excess return -0.01%; 6-month excess return -0.02%.
2022-11-28,SPY,SPY,0.0,0.9836020648140087,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 55.9.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return -0.02%; 6-month excess return 0.02%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 55.9. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.02%; 3-month excess return -0.02%; 6-month excess return 0.02%.
2022-11-29,SPY,SPY,0.0,0.9894572345305018,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 55.3.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked mixed. 1-month excess return -0.06%; 3-month excess return -0.01%; 6-month excess return 0.03%.,Model view: the setup leaned cautious. Confidence was around 99%. Technical state looks mixed. RSI is in a steady zone near 55.3. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked mixed. 1-month excess return -0.06%; 3-month excess return -0.01%; 6-month excess return 0.03%.
2022-11-30,SPY,SPY,0.0,0.9818489406719094,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 63.7.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.04%; 6-month excess return 0.07%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 63.7. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked favorable. 1-month excess return 0.05%; 3-month excess return 0.04%; 6-month excess return 0.07%.
2022-12-01,SPY,SPY,0.0,0.9834029324730329,0,hit,random_forest,target_5d_outperform,classification,3,,True,True,caution,0.5,ticker_drawdown,Technical state looks mixed. RSI is in a steady zone near 63.4.,No recent matched news was found for this ticker/date.,Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.05%; 6-month excess return -0.02%.,Model view: the setup leaned cautious. Confidence was around 98%. Technical state looks mixed. RSI is in a steady zone near 63.4. No recent matched news was found for this ticker/date. Relative strength versus the benchmark looked weak. 1-month excess return -0.00%; 3-month excess return -0.05%; 6-month excess return -0.02%.
